,planet_type,radius,orbital_radius,orbital_days,eccentricity,detection_method
2551,Terrestrial,0.96 x Earth,0.0167,1.5,0.01,Transit
2552,Super Earth,1.84 x Earth,0.0692,9.9,0.13,Transit
2553,Super Earth,1.6 x Earth,0.1654,38.1,0.0,Transit
2554,Neptune-like,2.17 x Earth,0.4706,140.3,0.0,Transit
2555,Gas Giant,0.819 x Jupiter,2.026,2.9,0.26,Transit
2556,Neptune-like,2.213 x Earth,0.103,11.9,0.0,Transit
2557,Gas Giant,0.448 x Jupiter,0.1974,31.6,0.84,Transit
2558,Gas Giant,1.25 x Jupiter(estimate),3.053,5.3,0.53,Radial Velocity
2559,Gas Giant,1.07 x Jupiter,0.0544,3.8,0.06,Transit
2560,Neptune-like,0.207 x Jupiter,0.072,8.2,0.0,Transit
2561,Neptune-like,2.23 x Earth,0.11,15.3,0.0,Transit
2562,Neptune-like,0.345 x Jupiter,0.633,175.1,0.06,Transit
2563,Neptune-like,0.295 x Jupiter,0.1072,17.6,0.0,Transit
2564,Neptune-like,0.271 x Jupiter,0.1137,14.4,0.0,Transit
2565,Neptune-like,0.253 x Jupiter,0.1006,12.0,0.0,Transit
2566,Neptune-like,0.257 x Jupiter,0.1761,25.8,0.0,Transit
2567,Neptune-like,0.289 x Jupiter,0.2383,40.7,0.0,Transit
2568,Neptune-like,0.266 x Jupiter,0.4256,83.6,0.0,Transit
2569,Neptune-like,0.388 x Jupiter,0.124,15.4,0.0,Transit
2570,Neptune-like,0.248 x Jupiter,0.0745,9.5,0.0,Transit
2571,Super Earth,1.901 x Earth,0.0228,1.6,0.0,Transit
2572,Neptune-like,0.203 x Jupiter,0.072,7.7,0.0,Transit
2573,Neptune-like,0.212 x Jupiter,0.195,34.3,0.0,Transit
2574,Super Earth,1.73 x Earth,0.0246,1.6,0.0,Transit
2575,Neptune-like,0.299 x Jupiter,0.1528,20.5,0.0,Transit
2576,Super Earth,1.326 x Earth,0.0491,4.2,0.0,Transit
2577,Neptune-like,0.265 x Jupiter,0.5726,150.9,0.0,Transit
2578,Neptune-like,0.262 x Jupiter,0.2127,33.8,0.0,Transit
2579,Neptune-like,0.286 x Jupiter,0.3017,62.6,0.0,Transit
2580,Neptune-like,0.279 x Jupiter,0.3076,63.0,0.0,Transit
2581,Neptune-like,0.301 x Jupiter,0.1954,29.9,0.0,Transit
2582,Neptune-like,0.241 x Jupiter,0.1624,22.1,0.0,Transit
2583,Neptune-like,0.295 x Jupiter,0.5302,148.0,0.0,Transit
2584,Super Earth,2.069 x Earth,0.0892,9.8,0.0,Transit
2585,Super Earth,1.615 x Earth,0.0483,4.4,0.0,Transit
2586,Super Earth,1.548 x Earth,0.0684,7.4,0.0,Transit
2587,Super Earth,1.194 x Earth,0.1405,21.8,< 0.12,Transit
2588,Gas Giant,0.906 x Jupiter,1.89,2.9,0.06,Transit
2589,Super Earth,1.36 x Earth,0.0784,8.8,0.0,Transit
2590,Neptune-like,0.228 x Jupiter,0.32,69.9,0.0,Transit
2591,Neptune-like,0.258 x Jupiter,0.1134,14.8,0.0,Transit
2592,Super Earth,1.875 x Earth,0.1182,15.0,0.0,Transit
2593,Neptune-like,0.256 x Jupiter,0.2253,47.7,0.0,Transit
2594,Neptune-like,0.23 x Jupiter,0.1485,20.5,0.0,Transit
2595,Super Earth,1.426 x Earth,0.0866,9.3,0.0,Transit
2596,Super Earth,1.656 x Earth,0.0532,5.8,0.0,Transit
2597,Super Earth,1.262 x Earth,0.0577,5.6,0.0,Transit
2598,Terrestrial,0.947 x Earth,0.0798,8.5,0.0,Transit
2599,Super Earth,1.46 x Earth,0.056,4.4,0.0,Transit
2600,Neptune-like,0.24 x Jupiter,0.116,13.2,0.0,Transit
2601,Neptune-like,0.251 x Jupiter,0.7097,234.6,0.0,Transit
2602,Super Earth,1.835 x Earth,0.0495,3.8,0.0,Transit
2603,Super Earth,1.112 x Earth,0.0646,6.0,0.0,Transit
2604,Super Earth,1.289 x Earth,0.1011,12.1,0.0,Transit
2605,Terrestrial,0.977 x Earth,0.0588,5.4,0.0,Transit
2606,Super Earth,1.18 x Earth,0.0449,3.9,0.0,Transit
2607,Super Earth,1.119 x Earth,0.0529,4.7,0.0,Transit
2608,Neptune-like,0.251 x Jupiter,0.3244,65.9,0.0,Transit
2609,Super Earth,1.26 x Earth,0.2008,33.5,0.0,Transit
2610,Super Earth,1.073 x Earth,0.0203,1.2,0.0,Transit
2611,Super Earth,1.567 x Earth,0.0418,3.5,0.0,Transit
2612,Super Earth,1.13 x Earth,0.04,3.3,0.0,Transit
2613,Super Earth,1.21 x Earth,0.062,6.2,0.0,Transit
2614,Super Earth,1.25 x Earth,0.075,8.3,0.0,Transit
2615,Neptune-like,2.2 x Earth,0.105,13.8,0.0,Transit
2616,Neptune-like,0.23 x Jupiter,0.359,87.1,0.0,Transit
2617,Gas Giant,0.754 x Jupiter,0.7048,228.8,0.01,Transit
2618,Neptune-like,0.259 x Jupiter,0.7576,234.2,0.0,Transit
2619,Neptune-like,2.222 x Earth,0.5608,169.1,0.0,Transit
2620,Super Earth,1.602 x Earth,0.1275,18.5,0.0,Transit
2621,Gas Giant,1.065 x Jupiter,2.026,2.7,0.92,Transit
2622,Neptune-like,2.03 x Earth,0.08,9.0,0.03,Transit
2623,Super Earth,2.05 x Earth,Unknown,11.3,0.03,Transit
2624,Gas Giant,0.889 x Jupiter,1.64,2.0,< 0.4,Transit
2625,Neptune-like,0.279 x Jupiter,0.3192,65.7,0.0,Transit
2626,Gas Giant,0.285 x Jupiter,0.08,7.9,0.0,Transit
2627,Neptune-like,0.255 x Jupiter,0.131,16.7,0.0,Transit
2628,Neptune-like,0.285 x Jupiter,0.1159,14.9,0.0,Transit
2629,Super Earth,1.923 x Earth,0.1463,21.1,0.0,Transit
2630,Neptune-like,0.204 x Jupiter,0.0903,13.8,0.0,Transit
2631,Super Earth,1.717 x Earth,0.1469,18.0,0.0,Transit
2632,Neptune-like,0.291 x Jupiter,0.1047,10.3,0.0,Transit
2633,Neptune-like,0.369 x Jupiter,0.2178,35.6,0.0,Transit
2634,Neptune-like,0.216 x Jupiter,0.1916,35.6,0.0,Transit
2635,Neptune-like,0.267 x Jupiter,0.2014,30.7,0.0,Transit
2636,Neptune-like,0.229 x Jupiter,0.4878,135.2,0.0,Transit
2637,Neptune-like,0.352 x Jupiter,0.0674,6.1,0.0,Transit
2638,Neptune-like,0.209 x Jupiter,0.05,4.2,0.0,Transit
2639,Neptune-like,0.228 x Jupiter,0.098,11.5,0.0,Transit
2640,Super Earth,1.89 x Earth,0.223,39.6,0.0,Transit
2641,Neptune-like,0.287 x Jupiter,0.1043,12.7,0.0,Transit
2642,Neptune-like,0.278 x Jupiter,0.0519,4.6,0.0,Transit
2643,Neptune-like,0.256 x Jupiter,0.0819,9.2,0.0,Transit
2644,Neptune-like,0.257 x Jupiter,0.2249,39.8,0.0,Transit
2645,Neptune-like,0.253 x Jupiter,0.0683,6.5,0.0,Transit
2646,Neptune-like,0.251 x Jupiter,0.1302,16.7,0.0,Transit
2647,Neptune-like,0.224 x Jupiter,0.1306,18.4,0.0,Transit
2648,Neptune-like,0.283 x Jupiter,0.0796,9.0,0.0,Transit
2649,Neptune-like,0.264 x Jupiter,0.0535,4.8,0.0,Transit
2650,Neptune-like,0.347 x Jupiter,0.0418,4.2,0.0,Transit
2651,Neptune-like,0.21 x Jupiter,0.04,2.9,0.0,Transit
2652,Neptune-like,0.255 x Jupiter,0.068,6.4,0.0,Transit
2653,Neptune-like,0.201 x Jupiter,0.118,14.6,0.0,Transit
2654,Neptune-like,0.246 x Jupiter,0.211,35.1,0.0,Transit
2655,Neptune-like,0.4 x Jupiter,0.1131,13.8,0.0,Transit
2656,Neptune-like,0.262 x Jupiter,0.1401,21.8,0.0,Transit
2657,Neptune-like,0.366 x Jupiter,0.2015,32.3,0.0,Transit
2658,Neptune-like,0.324 x Jupiter,0.0933,9.2,0.0,Transit
2659,Neptune-like,0.276 x Jupiter,0.0714,6.8,0.0,Transit
2660,Super Earth,1.194 x Earth,0.0621,7.7,0.0,Transit
2661,Neptune-like,0.346 x Jupiter,0.2188,37.8,0.0,Transit
2662,Neptune-like,0.481 x Jupiter,0.297,64.6,0.0,Transit
2663,Neptune-like,0.252 x Jupiter,0.0781,7.7,0.0,Transit
2664,Neptune-like,0.217 x Jupiter,0.0697,7.3,0.0,Transit
2665,Super Earth,1.29 x Earth,0.048,4.3,0.0,Transit
2666,Neptune-like,0.217 x Jupiter,0.074,8.0,0.0,Transit
2667,Neptune-like,0.296 x Jupiter,0.0779,8.2,0.0,Transit
2668,Super Earth,1.273 x Earth,0.0296,2.8,0.0,Transit
2669,Neptune-like,2.178 x Earth,0.2587,49.5,0.0,Transit
2670,Super Earth,1.599 x Earth,0.0822,7.6,0.0,Transit
2671,Neptune-like,0.336 x Jupiter,0.2093,37.1,0.0,Transit
2672,Super Earth,1.929 x Earth,0.0408,3.0,0.0,Transit
2673,Gas Giant,0.797 x Jupiter,0.9453,321.2,0.0,Transit
2674,Neptune-like,0.381 x Jupiter,0.066,6.2,0.0,Transit
2675,Neptune-like,0.242 x Jupiter,0.0615,5.8,0.0,Transit
2676,Super Earth,1.613 x Earth,0.0956,14.5,0.0,Transit
2677,Super Earth,1.96 x Earth,0.1,14.0,0.0,Transit
2678,Super Earth,1.49 x Earth,0.214,44.0,0.0,Transit
2679,Neptune-like,2.19 x Earth,0.677,247.4,0.0,Transit
2680,Neptune-like,0.536 x Jupiter,0.6785,205.9,0.0,Transit
2681,Super Earth,1.824 x Earth,0.0712,7.0,0.0,Transit
2682,Neptune-like,0.405 x Jupiter,0.2698,56.4,0.0,Transit
2683,Neptune-like,2.227 x Earth,0.1179,16.0,0.0,Transit
2684,Neptune-like,0.218 x Jupiter,0.0718,8.2,0.0,Transit
2685,Neptune-like,0.528 x Jupiter,0.1668,24.8,0.0,Transit
2686,Super Earth,1.472 x Earth,0.0319,2.4,0.0,Transit
2687,Neptune-like,0.263 x Jupiter,0.1335,19.7,0.0,Transit
2688,Neptune-like,0.229 x Jupiter,0.0919,10.0,0.0,Transit
2689,Terrestrial,0.904 x Earth,0.0429,3.7,0.0,Transit
2690,Neptune-like,0.228 x Jupiter,0.105,11.9,0.0,Transit
2691,Neptune-like,0.277 x Jupiter,0.213,34.0,0.0,Transit
2692,Neptune-like,0.204 x Jupiter,0.2084,38.3,0.0,Transit
2693,Super Earth,1.391 x Earth,0.0413,4.0,0.0,Transit
2694,Neptune-like,0.246 x Jupiter,0.204,29.5,0.0,Transit
2695,Super Earth,1.147 x Earth,0.0257,1.5,0.0,Transit
2696,Neptune-like,0.406 x Jupiter,0.3512,70.5,0.0,Transit
2697,Neptune-like,0.223 x Jupiter,0.0917,10.4,0.0,Transit
2698,Neptune-like,0.203 x Jupiter,0.4229,105.0,0.0,Transit
2699,Neptune-like,0.269 x Jupiter,0.2873,59.7,0.0,Transit
2700,Neptune-like,2.233 x Earth,0.1286,15.1,0.0,Transit
2701,Neptune-like,0.398 x Jupiter,0.3987,89.2,0.0,Transit
2702,Super Earth,1.43 x Earth,0.058,5.4,0.0,Transit
2703,Neptune-like,0.232 x Jupiter,0.102,12.8,0.0,Transit
2704,Super Earth,0.224 x Jupiter,0.163,25.8,0.0,Transit
2705,Super Earth,1.45 x Earth,0.2494,51.2,0.0,Transit
2706,Neptune-like,0.253 x Jupiter,0.1261,16.8,0.0,Transit
2707,Neptune-like,0.362 x Jupiter,0.3815,88.6,0.0,Transit
2708,Neptune-like,0.24 x Jupiter,0.0418,3.2,0.0,Transit
2709,Neptune-like,0.313 x Jupiter,0.2489,40.8,0.0,Transit
2710,Neptune-like,0.284 x Jupiter,0.3096,59.8,0.0,Transit
2711,Neptune-like,0.325 x Jupiter,0.3986,85.7,0.0,Transit
2712,Neptune-like,0.233 x Jupiter,0.2124,35.0,0.0,Transit
2713,Neptune-like,2.132 x Earth,0.1031,12.2,0.0,Transit
2714,Neptune-like,0.269 x Jupiter,0.0956,10.1,0.0,Transit
2715,Neptune-like,0.271 x Jupiter,0.1264,16.3,0.0,Transit
2716,Neptune-like,0.312 x Jupiter,0.2184,36.9,0.0,Transit
2717,Neptune-like,0.779 x Jupiter,0.2655,49.4,0.0,Transit
2718,Neptune-like,0.322 x Jupiter,0.4276,109.4,0.0,Transit
2719,Neptune-like,0.212 x Jupiter,0.0574,4.9,0.0,Transit
2720,Neptune-like,2.229 x Earth,0.0582,5.8,0.0,Transit
2721,Super Earth,1.319 x Earth,0.077,8.3,0.0,Transit
2722,Neptune-like,0.25 x Jupiter,0.1072,13.6,0.0,Transit
2723,Neptune-like,0.241 x Jupiter,0.1379,19.6,0.0,Transit
2724,Neptune-like,0.282 x Jupiter,0.3659,78.5,0.0,Transit
2725,Neptune-like,0.207 x Jupiter,0.227,39.3,0.0,Transit
2726,Neptune-like,0.212 x Jupiter,0.0343,2.8,0.0,Transit
2727,Neptune-like,0.253 x Jupiter,0.3543,80.2,0.0,Transit
2728,Neptune-like,0.259 x Jupiter,0.085,9.6,0.0,Transit
2729,Neptune-like,0.257 x Jupiter,0.142,20.6,0.0,Transit
2730,Neptune-like,0.352 x Jupiter,0.397,96.7,0.0,Transit
2731,Neptune-like,0.281 x Jupiter,0.197,31.6,0.0,Transit
2732,Neptune-like,0.278 x Jupiter,0.0761,7.7,0.0,Transit
2733,Neptune-like,0.225 x Jupiter,0.0488,4.2,0.0,Transit
2734,Neptune-like,0.338 x Jupiter,0.0787,8.8,0.0,Transit
2735,Super Earth,1.794 x Earth,0.0821,9.8,0.0,Transit
2736,Super Earth,1.663 x Earth,0.1002,13.4,0.0,Transit
2737,Neptune-like,0.245 x Jupiter,0.1879,29.5,0.0,Transit
2738,Neptune-like,0.273 x Jupiter,0.1637,23.4,0.0,Transit
2739,Neptune-like,0.206 x Jupiter,0.1082,16.9,0.0,Transit
2740,Neptune-like,0.368 x Jupiter,0.1028,11.9,0.0,Transit
2741,Super Earth,1.64 x Earth,0.036,2.7,0.0,Transit
2742,Super Earth,2.0 x Earth,0.064,6.4,0.0,Transit
2743,Gas Giant,1.31 x Jupiter,0.02591,1.5,< 0.011,Transit
2744,Terrestrial,0.997 x Earth,0.0592,4.6,0.0,Transit
2745,Neptune-like,0.242 x Jupiter,0.0915,10.4,0.0,Transit
2746,Super Earth,1.671 x Earth,0.0662,15.5,0.0,Transit
2747,Neptune-like,0.207 x Jupiter,0.1748,33.1,0.0,Transit
2748,Super Earth,1.596 x Earth,0.1017,12.3,0.0,Transit
2749,Super Earth,1.545 x Earth,0.0699,8.8,0.0,Transit
2750,Neptune-like,0.21 x Jupiter,0.0813,9.0,0.0,Transit
2751,Neptune-like,0.241 x Jupiter,0.0988,10.9,0.0,Transit
2752,Neptune-like,0.27 x Jupiter,0.1467,23.3,0.0,Transit
2753,Super Earth,1.513 x Earth,0.0435,3.8,0.0,Transit
2754,Super Earth,1.5 x Earth,0.109,13.8,0.0,Transit
2755,Neptune-like,0.269 x Jupiter,0.229,41.9,0.0,Transit
2756,Neptune-like,0.35 x Jupiter,0.4137,101.1,0.0,Transit
2757,Neptune-like,0.343 x Jupiter,0.3462,76.4,0.0,Transit
2758,Neptune-like,0.207 x Jupiter,0.0765,7.2,0.0,Transit
2759,Super Earth,1.413 x Earth,0.0364,2.8,0.0,Transit
2760,Neptune-like,0.211 x Jupiter,0.0371,2.9,0.0,Transit
2761,Neptune-like,0.245 x Jupiter,0.0984,12.2,0.0,Transit
2762,Super Earth,1.968 x Earth,0.3648,91.5,0.0,Transit
2763,Neptune-like,0.203 x Jupiter,0.2348,44.3,0.0,Transit
2764,Super Earth,1.714 x Earth,0.055,4.6,0.0,Transit
2765,Neptune-like,0.348 x Jupiter,0.1337,16.5,0.0,Transit
2766,Super Earth,1.27 x Earth,0.04,3.1,0.0,Transit
2767,Super Earth,1.99 x Earth,0.049,4.3,0.0,Transit
2768,Neptune-like,0.278 x Jupiter,0.1964,31.0,0.0,Transit
2769,Neptune-like,0.231 x Jupiter,0.1244,16.5,0.0,Transit
2770,Neptune-like,0.236 x Jupiter,0.1416,22.1,0.0,Transit
2771,Super Earth,2.086 x Earth,0.1528,21.1,0.0,Transit
2772,Neptune-like,0.212 x Jupiter,0.4267,95.6,0.0,Transit
2773,Super Earth,1.422 x Earth,0.0187,1.0,0.0,Transit
2774,Super Earth,1.475 x Earth,0.0213,1.6,0.0,Transit
2775,Super Earth,1.856 x Earth,0.0455,3.7,0.0,Transit
2776,Neptune-like,2.116 x Earth,0.0924,10.3,0.0,Transit
2777,Neptune-like,0.221 x Jupiter,0.0559,5.2,0.0,Transit
2778,Neptune-like,0.23 x Jupiter,0.096,9.8,0.0,Transit
2779,Neptune-like,0.306 x Jupiter,0.157,20.7,0.0,Transit
2780,Neptune-like,0.297 x Jupiter,0.3259,56.5,0.0,Transit
2781,Super Earth,1.97 x Earth,0.0655,5.8,0.0,Transit
2782,Super Earth,1.227 x Earth,0.037,3.1,0.0,Transit
2783,Super Earth,1.3 x Earth,0.0771,6.9,0.0,Transit
2784,Super Earth,1.459 x Earth,0.0496,4.6,0.0,Transit
2785,Neptune-like,0.315 x Jupiter,0.0997,12.0,0.0,Transit
2786,Neptune-like,0.228 x Jupiter,0.0602,5.3,0.0,Transit
2787,Super Earth,2.067 x Earth,0.065,5.9,0.0,Transit
2788,Super Earth,1.66 x Earth,0.1096,12.1,0.0,Transit
2789,Super Earth,1.949 x Earth,0.0583,5.1,0.0,Transit
2790,Super Earth,2.06 x Earth,0.064,5.7,0.0,Transit
2791,Super Earth,0.203 x Jupiter,0.103,11.6,0.0,Transit
2792,Neptune-like,0.248 x Jupiter,0.4644,131.2,0.0,Transit
2793,Super Earth,1.489 x Earth,0.1606,25.9,0.0,Transit
2794,Neptune-like,0.21 x Jupiter,0.116,14.0,0.0,Transit
2795,Neptune-like,0.242 x Jupiter,0.171,25.5,0.0,Transit
2796,Neptune-like,0.271 x Jupiter,0.0478,3.9,0.0,Transit
2797,Neptune-like,0.218 x Jupiter,0.0885,11.6,0.0,Transit
2798,Super Earth,1.764 x Earth,0.1089,14.8,0.0,Transit
2799,Neptune-like,0.245 x Jupiter,0.0989,11.1,0.0,Transit
2800,Super Earth,1.409 x Earth,0.0563,5.6,0.0,Transit
2801,Neptune-like,0.213 x Jupiter,0.2597,57.3,0.0,Transit
2802,Neptune-like,0.211 x Jupiter,0.092,10.7,0.0,Transit
2803,Super Earth,1.97 x Earth,0.141,20.3,0.0,Transit
2804,Neptune-like,0.222 x Jupiter,0.179,29.0,0.0,Transit
2805,Terrestrial,0.729 x Earth,0.0206,1.4,0.0,Transit
2806,Neptune-like,0.348 x Jupiter,0.1016,12.0,0.0,Transit
2807,Super Earth,1.886 x Earth,0.0762,8.0,0.0,Transit
2808,Super Earth,1.519 x Earth,0.2395,48.9,0.0,Transit
2809,Neptune-like,0.231 x Jupiter,0.2119,39.8,0.0,Transit
2810,Super Earth,1.216 x Earth,0.0115,0.7,0.0,Transit
2811,Super Earth,1.734 x Earth,0.0215,1.3,0.0,Transit
2812,Super Earth,1.961 x Earth,0.0807,8.9,0.0,Transit
2813,Neptune-like,0.216 x Jupiter,0.3575,88.1,0.0,Transit
2814,Super Earth,1.583 x Earth,0.0394,2.7,0.0,Transit
2815,Super Earth,1.17 x Earth,0.026,1.6,0.0,Transit
2816,Super Earth,2.02 x Earth,0.139,20.7,0.0,Transit
2817,Super Earth,1.139 x Earth,0.1021,12.7,0.0,Transit
2818,Neptune-like,2.207 x Earth,0.2408,40.0,0.0,Transit
2819,Neptune-like,2.203 x Earth,0.1199,16.1,0.0,Transit
2820,Neptune-like,0.202 x Jupiter,0.2555,45.0,0.0,Transit
2821,Terrestrial,0.754 x Earth,0.0488,3.9,0.0,Transit
2822,Super Earth,1.577 x Earth,0.0344,2.5,0.0,Transit
2823,Super Earth,2.082 x Earth,0.1016,11.7,0.0,Transit
2824,Super Earth,1.16 x Earth,0.0872,9.9,0.0,Transit
2825,Neptune-like,0.281 x Jupiter,0.6266,211.0,0.0,Transit
2826,Super Earth,1.12 x Earth,0.0791,8.2,0.0,Transit
2827,Super Earth,1.07 x Earth,0.0343,3.9,0.0,Transit
2828,Super Earth,1.25 x Earth,0.0451,7.3,0.0,Transit
2829,Super Earth,1.4 x Earth,0.0781,13.3,0.0,Transit
2830,Super Earth,1.27 x Earth,0.11,22.4,0.0,Transit
2831,Super Earth,1.17 x Earth,0.432,129.9,0.04,Transit
2832,Neptune-like,2.101 x Earth,0.0453,3.6,0.0,Transit
2833,Neptune-like,0.216 x Jupiter,0.0308,2.0,0.0,Transit
2834,Neptune-like,0.213 x Jupiter,0.0465,3.8,0.0,Transit
2835,Super Earth,1.626 x Earth,0.0128,0.6,0.0,Transit
2836,Neptune-like,2.211 x Earth,0.2633,56.6,0.0,Transit
2837,Neptune-like,0.288 x Jupiter,0.2039,34.5,0.0,Transit
2838,Terrestrial,0.98 x Earth,0.0735,7.0,0.0,Transit
2839,Terrestrial,0.624 x Earth,0.0351,2.4,0.0,Transit
2840,Neptune-like,0.261 x Jupiter,0.0521,4.4,0.0,Transit
2841,Super Earth,2.065 x Earth,0.0953,10.6,0.0,Transit
2842,Super Earth,1.41 x Earth,0.059,4.9,0.0,Transit
2843,Neptune-like,0.238 x Jupiter,0.099,10.6,0.0,Transit
2844,Neptune-like,2.117 x Earth,0.054,6.3,0.0,Transit
2845,Neptune-like,0.266 x Jupiter,0.5368,159.4,0.0,Transit
2846,Super Earth,1.487 x Earth,0.1151,13.8,0.0,Transit
2847,Neptune-like,0.29 x Jupiter,0.4438,103.4,0.0,Transit
2848,Super Earth,1.814 x Earth,0.0845,9.0,0.0,Transit
2849,Super Earth,1.511 x Earth,0.036,2.5,0.0,Transit
2850,Neptune-like,0.23 x Jupiter,0.16,24.3,0.0,Transit
2851,Neptune-like,0.261 x Jupiter,0.1421,19.9,0.0,Transit
2852,Super Earth,1.326 x Earth,0.0956,11.4,0.0,Transit
2853,Neptune-like,0.263 x Jupiter,0.2082,37.3,0.0,Transit
2854,Super Earth,1.68 x Earth,0.032,2.1,0.0,Transit
2855,Neptune-like,0.285 x Jupiter,0.066,6.0,0.0,Transit
2856,Terrestrial,0.869 x Earth,0.0563,4.8,0.0,Transit
2857,Super Earth,1.521 x Earth,0.0473,4.0,0.0,Transit
2858,Super Earth,1.837 x Earth,0.0633,6.3,0.0,Transit
2859,Super Earth,1.706 x Earth,0.0504,4.2,0.0,Transit
2860,Super Earth,1.201 x Earth,0.0385,2.8,0.0,Transit
2861,Neptune-like,2.119 x Earth,0.0615,6.1,0.0,Transit
2862,Neptune-like,0.277 x Jupiter,0.2529,44.9,0.0,Transit
2863,Neptune-like,0.251 x Jupiter,0.1546,24.2,0.0,Transit
2864,Terrestrial,0.934 x Earth,0.0522,4.8,0.0,Transit
2865,Super Earth,1.551 x Earth,0.0457,4.1,0.0,Transit
2866,Super Earth,1.21 x Earth,0.088,10.4,0.0,Transit
2867,Super Earth,0.212 x Jupiter,0.137,20.1,0.0,Transit
2868,Super Earth,2.0 x Earth,0.0447,3.5,0.0,Transit
2869,Neptune-like,0.49 x Jupiter,0.0752,7.6,0.0,Transit
2870,Neptune-like,0.623 x Jupiter,0.1172,14.9,0.0,Transit
2871,Super Earth,1.623 x Earth,0.042,3.0,0.0,Transit
2872,Super Earth,1.474 x Earth,0.0453,3.5,0.0,Transit
2873,Super Earth,1.176 x Earth,0.0385,3.8,0.0,Transit
2874,Neptune-like,0.204 x Jupiter,0.1321,17.1,0.0,Transit
2875,Super Earth,1.39 x Earth,0.0436,4.6,0.0,Transit
2876,Super Earth,1.446 x Earth,0.0451,3.4,0.0,Transit
2877,Neptune-like,0.248 x Jupiter,0.0738,7.4,0.0,Transit
2878,Terrestrial,0.87 x Earth,0.0565,5.7,0.0,Transit
2879,Super Earth,1.155 x Earth,0.1076,14.9,0.0,Transit
2880,Super Earth,1.092 x Earth,0.0306,2.4,0.0,Transit
2881,Super Earth,1.56 x Earth,0.03,2.0,0.0,Transit
2882,Super Earth,1.46 x Earth,0.045,3.8,0.0,Transit
2883,Super Earth,1.184 x Earth,0.0536,5.7,0.0,Transit
2884,Super Earth,1.011 x Earth,0.0636,6.0,0.0,Transit
2885,Super Earth,1.357 x Earth,0.0646,6.1,0.0,Transit
2886,Super Earth,1.519 x Earth,0.1209,14.2,0.0,Transit
2887,Neptune-like,0.263 x Jupiter,0.1954,30.8,0.0,Transit
2888,Neptune-like,0.287 x Jupiter,0.114,13.8,0.0,Transit
2889,Neptune-like,0.234 x Jupiter,0.2053,31.3,0.0,Transit
2890,Super Earth,1.89 x Earth,0.103,12.9,0.0,Transit
2891,Neptune-like,0.205 x Jupiter,0.2524,47.1,0.0,Transit
2892,Neptune-like,0.234 x Jupiter,0.2107,37.9,0.0,Transit
2893,Super Earth,1.34 x Earth,0.087,9.9,0.0,Transit
2894,Super Earth,1.86 x Earth,0.128,17.7,0.0,Transit
2895,Neptune-like,0.203 x Jupiter,0.0599,5.9,0.0,Transit
2896,Neptune-like,0.264 x Jupiter,0.2043,30.3,0.0,Transit
2897,Neptune-like,0.258 x Jupiter,0.1557,20.0,0.0,Transit
2898,Neptune-like,0.204 x Jupiter,0.1077,13.2,0.0,Transit
2899,Super Earth,1.96 x Earth,0.2846,52.6,0.0,Transit
2900,Neptune-like,0.237 x Jupiter,0.1216,15.3,0.0,Transit
2901,Neptune-like,0.268 x Jupiter,0.2588,46.7,0.0,Transit
2902,Neptune-like,0.207 x Jupiter,0.2197,42.9,0.0,Transit
2903,Neptune-like,0.304 x Jupiter,0.3859,73.8,0.0,Transit
2904,Neptune-like,2.146 x Earth,0.1409,19.6,0.0,Transit
2905,Neptune-like,0.274 x Jupiter,0.2987,59.4,0.0,Transit
2906,Neptune-like,0.244 x Jupiter,0.09,9.9,0.0,Transit
2907,Neptune-like,0.249 x Jupiter,0.15,21.2,0.0,Transit
2908,Super Earth,1.02 x Earth,0.0668,6.5,0.0,Transit
2909,Super Earth,1.53 x Earth,0.1025,13.0,0.0,Transit
2910,Neptune-like,0.237 x Jupiter,0.2356,38.6,0.0,Transit
2911,Super Earth,1.515 x Earth,0.0123,0.5,0.0,Transit
2912,Super Earth,1.18 x Earth,0.0561,4.9,0.0,Transit
2913,Terrestrial,0.913 x Earth,0.0245,1.4,0.0,Transit
2914,Neptune-like,0.223 x Jupiter,0.0463,4.0,0.0,Transit
2915,Neptune-like,0.282 x Jupiter,0.5548,126.6,0.0,Transit
2916,Neptune-like,0.27 x Jupiter,0.0943,9.7,0.0,Transit
2917,Super Earth,1.828 x Earth,0.0938,13.1,0.0,Transit
2918,Super Earth,1.165 x Earth,0.0334,2.8,0.0,Transit
2919,Neptune-like,0.213 x Jupiter,0.106,11.4,0.0,Transit
2920,Neptune-like,0.245 x Jupiter,0.286,50.7,0.0,Transit
2921,Super Earth,1.547 x Earth,0.0525,5.0,0.0,Transit
2922,Neptune-like,0.236 x Jupiter,0.2054,31.3,0.0,Transit
2923,Neptune-like,2.117 x Earth,0.0516,4.6,0.0,Transit
2924,Super Earth,1.549 x Earth,0.0571,4.9,0.0,Transit
2925,Neptune-like,0.246 x Jupiter,0.0918,9.8,0.0,Transit
2926,Super Earth,1.289 x Earth,0.0597,6.1,0.0,Transit
2927,Neptune-like,0.222 x Jupiter,0.0394,3.0,0.0,Transit
2928,Super Earth,1.01 x Earth,0.0711,7.0,0.0,Transit
2929,Super Earth,1.033 x Earth,0.1022,15.6,0.0,Transit
2930,Neptune-like,2.22 x Earth,0.0352,2.2,0.0,Transit
2931,Super Earth,1.51 x Earth,0.032,2.1,0.0,Transit
2932,Neptune-like,0.231 x Jupiter,0.131,17.3,0.0,Transit
